time_step,nb_neutrons,power_mw,temperature_k,rod_active,scram_triggered,pos_RE01,pos_SC01,fissions_prod_2,fissions_prod_3,fissions_prod_4,fissions_prod_5
52,90,720.0,458.3372132632796,True,False,74.71428571428571,100.0,11,0,0,0
53,82,527.9999999999999,462.8255271969632,True,False,78.14285714285714,100.0,8,0,0,0
54,92,384.0,465.8513995609784,True,False,73.14285714285714,100.0,15,0,0,0
55,104,720.0,472.2221425631735,True,False,68.14285714285714,100.0,15,0,0,0
56,97,720.0,478.56103185035767,True,False,73.14285714285714,100.0,11,0,0,0
57,92,527.9999999999999,482.9482266911059,True,False,76.42857142857143,100.0,10,0,0,0
58,93,479.99999999999994,486.83348555765036,True,False,74.71428571428571,100.0,12,0,0,0
59,88,576.0,491.65931812986213,True,False,78.14285714285714,100.0,8,0,0,0
60,86,384.0,494.5410215392128,True,False,74.71428571428571,100.0,12,0,0,0
61,85,576.0,499.3283164315167,True,False,76.42857142857143,100.0,10,0,0,0
62,87,479.99999999999994,503.1316748493591,True,False,77.28571428571429,100.0,9,0,0,0
63,74,431.99999999999994,506.4360164751123,True,False,79.0,100.0,7,0,0,0
64,78,335.99999999999994,508.7638363927367,True,False,78.14285714285714,100.0,8,0,0,0
65,85,384.0,511.560017210773,True,False,73.85714285714286,100.0,13,0,0,0
66,87,624.0,516.7422171247192,True,False,76.42857142857143,100.0,10,0,0,0
67,96,479.99999999999994,520.4585060390956,True,False,73.85714285714286,100.0,13,0,0,0
68,93,624.0,525.5962135089001,True,False,77.28571428571429,100.0,9,0,0,0
69,95,431.99999999999994,528.7882324413556,True,False,75.57142857142857,100.0,11,0,0,0
70,105,527.9999999999999,532.9242912791489,True,False,73.0,100.0,14,0,0,0
71,109,671.9999999999999,538.4796698227531,True,False,73.0,100.0,14,0,0,0
72,111,671.9999999999999,544.0072714736393,True,False,73.85714285714286,100.0,13,0,0,0
73,108,624.0,549.0272351162711,True,False,74.71428571428571,100.0,12,0,0,0
74,101,576.0,553.5420989406897,True,False,78.14285714285714,100.0,8,0,0,0
75,119,384.0,556.1143884459863,True,False,73.14285714285714,100.0,19,0,0,0
76,117,912.0,563.9538165037563,True,False,74.71428571428571,100.0,12,0,0,0
77,124,576.0,568.3940474212376,True,False,69.71428571428571,100.0,17,0,0,0
78,119,815.9999999999999,575.2120771841314,True,False,73.85714285714286,100.0,13,0,0,0
79,133,624.0,580.0760167982107,True,False,68.85714285714286,100.0,18,0,0,0
80,133,863.9999999999999,587.3156367142196,True,False,73.85714285714286,100.0,12,0,0,0
81,131,576.0,591.6390585306485,True,False,68.85714285714286,100.0,16,0,0,0
82,128,768.0,597.8608632379953,True,False,63.85714285714286,100.0,16,0,0,0
83,136,768.0,604.0515589218054,True,False,58.85714285714286,100.0,19,0,0,0
84,147,912.0,611.6513011271963,True,False,53.85714285714286,100.0,20,0,0,0
85,155,959.9999999999999,619.6930446215604,True,False,48.85714285714286,100.0,18,0,0,0
86,146,863.9999999999999,626.7345793984525,True,False,43.85714285714286,100.0,15,0,0,0
87,151,720.0,632.3009065014603,True,False,38.85714285714286,100.0,19,0,0,0
88,157,912.0,639.7594019689531,True,False,33.85714285714286,100.0,19,0,0,0
89,149,912.0,647.1806049591083,True,False,28.85714285714286,100.0,19,0,0,0
90,169,912.0,654.5647019343128,True,False,23.85714285714286,100.0,25,0,0,0
91,172,1200.0,664.7918784246413,True,False,18.85714285714286,100.0,23,0,0,0
92,182,1104.0,674.0079190325181,True,False,13.857142857142861,100.0,19,0,0,0
93,181,912.0,681.2578794373555,True,False,8.857142857142861,100.0,19,0,0,0
94,173,912.0,688.4715900401687,True,False,3.857142857142861,100.0,21,0,0,0
95,158,1007.9999999999999,696.6092320899679,True,False,0.0,100.0,14,0,0,0
96,153,671.9999999999999,701.3461859295181,True,False,0.0,100.0,19,0,0,0
97,160,912.0,708.4594549998706,True,False,0.0,100.0,22,0,0,0
98,161,1055.9999999999998,716.9771577248712,True,False,0.0,100.0,19,0,0,0
99,158,912.0,724.0122719362469,True,False,0.0,100.0,17,0,0,0
100,167,815.9999999999999,730.0522105765656,True,False,0.0,100.0,24,0,0,0
101,164,1152.0,739.4219495236828,True,False,0.0,100.0,18,0,0,0
102,170,863.9999999999999,745.8648397760644,True,False,0.0,100.0,21,0,0,0
103,172,1007.9999999999999,753.7155155771841,True,False,0.0,100.0,20,0,0,0
104,162,959.9999999999999,761.0469379992982,True,False,0.0,100.0,18,0,0,0
105,139,863.9999999999999,767.3817033093017,True,False,5.0,100.0,13,0,0,0
106,127,624.0,771.2847947927552,True,False,10.0,100.0,14,0,0,0
107,113,671.9999999999999,775.6483708187914,True,False,15.0,100.0,11,0,0,0
108,106,527.9999999999999,778.5501289646974,True,False,20.0,100.0,11,0,0,0
109,89,527.9999999999999,781.4373783198739,True,False,25.0,100.0,10,0,0,0
110,89,479.99999999999994,783.8301914282746,True,False,30.0,100.0,12,0,0,0
111,88,576.0,787.1710404711332,True,False,35.0,100.0,12,0,0,0
112,72,576.0,790.4951852687775,True,False,40.0,100.0,5,0,0,0
113,57,239.99999999999997,790.4427093424337,True,False,45.0,100.0,5,0,0,0
114,73,239.99999999999997,790.3904957957214,True,False,40.0,100.0,15,0,0,0
115,79,720.0,795.1385433167428,True,False,45.0,100.0,11,0,0,0
116,86,527.9999999999999,797.9428506001591,True,False,50.0,100.0,12,0,0,0
117,88,576.0,801.2131363471583,True,False,55.0,100.0,10,0,0,0
118,90,479.99999999999994,803.5070706654225,True,False,60.0,100.0,8,0,0,0
119,96,384.0,804.8295353120953,True,False,65.0,100.0,12,0,0,0
120,96,576.0,808.0653876355349,True,False,70.0,100.0,12,0,0,0
121,112,576.0,811.2850606973572,True,False,65.0,100.0,16,0,0,0
122,117,768.0,816.4086353938703,True,False,60.0,100.0,13,1,0,0
123,111,671.9999999999999,820.546592216901,True,False,65.0,100.0,12,0,0,0
124,108,576.0,823.7038592558165,True,False,70.0,100.0,10,0,0,0
125,97,479.99999999999994,825.8853399595374,True,False,75.0,100.0,8,0,0,0
126,96,384.0,827.0959132597397,True,False,75.57142857142857,100.0,11,0,0,0
127,103,527.9999999999999,829.740433693441,True,False,73.0,100.0,14,0,0,0
128,106,671.9999999999999,833.8117315249738,True,False,74.71428571428571,100.0,12,0,0,0
129,113,576.0,836.9026728673489,True,False,69.71428571428571,100.0,15,0,0,0
130,125,720.0,841.4181595030121,True,False,64.71428571428571,100.0,14,0,0,0
131,134,671.9999999999999,845.4310687054971,True,False,69.71428571428571,100.0,13,0,0,0
132,126,624.0,848.9439133619696,True,False,74.71428571428571,100.0,11,0,0,0
133,114,527.9999999999999,851.4791937951597,True,False,74.71428571428571,100.0,12,0,0,0
134,112,576.0,854.481797826184,True,False,73.85714285714286,100.0,12,1,0,0
135,115,624.0,857.9493888370531,True,False,75.57142857142857,100.0,11,0,0,0
136,107,527.9999999999999,860.4396418928678,True,False,75.57142857142857,100.0,11,0,0,0
137,107,527.9999999999999,862.9174436834035,True,False,73.0,100.0,14,0,0,0
138,104,671.9999999999999,866.8228564649864,True,False,75.57142857142857,100.0,11,0,0,0
139,112,527.9999999999999,869.2687421826615,True,False,70.57142857142857,100.0,17,0,0,0
140,116,815.9999999999999,874.5823984717482,True,False,65.57142857142857,100.0,17,0,0,0
141,114,815.9999999999999,879.8694864793895,True,False,60.57142857142857,100.0,14,0,0,0
142,108,671.9999999999999,883.6901390469925,True,False,55.57142857142857,100.0,15,0,0,0
143,102,720.0,887.9716883517575,True,False,60.57142857142857,100.0,11,0,0,0
144,114,527.9999999999999,890.3118299099987,True,False,55.57142857142857,100.0,15,0,0,0
145,122,720.0,894.5602707604487,True,False,50.57142857142857,100.0,17,0,0,0
146,121,815.9999999999999,899.7474694066465,True,False,55.57142857142857,100.0,11,1,0,0
147,132,576.0,902.5087320596133,True,False,50.57142857142857,100.0,18,0,0,0
148,131,863.9999999999999,908.1361883993152,True,False,45.57142857142857,100.0,16,0,0,0
149,124,768.0,912.7755074573187,True,False,40.57142857142857,100.0,13,1,0,0
150,130,671.9999999999999,916.431629920032,True,False,35.57142857142857,100.0,15,0,0,0
151,142,720.0,920.5494717704319,True,False,30.57142857142857,100.0,21,0,0,0
152,149,1007.9999999999999,927.5267244115797,True,False,25.57142857142857,100.0,19,0,0,0
153,141,912.0,933.5090907895218,True,False,30.57142857142857,100.0,12,0,0,0
154,134,576.0,936.1015453355742,True,False,25.57142857142857,100.0,15,0,0,0
155,136,720.0,940.1210376088964,True,False,20.57142857142857,100.0,15,0,0,0
156,118,720.0,944.1204324208519,True,False,25.57142857142857,100.0,12,0,0,0
157,120,576.0,946.6598302587477,True,False,20.57142857142857,100.0,15,0,0,0
158,126,720.0,950.626531107454,True,False,15.57142857142857,100.0,15,0,0,0
159,133,720.0,954.5733984519167,True,False,10.57142857142857,100.0,18,0,0,0
160,140,863.9999999999999,959.9405314596571,True,False,5.571428571428569,100.0,18,0,0,0
161,150,863.9999999999999,965.2808288023588,True,False,0.5714285714285694,100.0,20,0,0,0
162,142,959.9999999999999,971.554424658347,True,False,0.0,100.0,15,0,0,0
163,147,720.0,975.3966525350553,True,False,0.0,100.0,21,0,0,0
164,129,1007.9999999999999,982.09966927238,True,False,5.0,100.0,10,0,0,0
165,118,479.99999999999994,983.4891709260181,True,False,10.0,100.0,11,0,0,0
166,120,527.9999999999999,985.351725071388,True,False,15.0,100.0,13,0,0,0
167,121,624.0,988.1649664460311,True,False,10.0,100.0,16,0,0,0
168,139,768.0,992.404141613801,True,False,5.0,100.0,18,0,0,0
169,138,863.9999999999999,997.582120905732,True,False,0.0,100.0,19,0,0,0
170,119,912.0,1003.2142103012034,True,False,5.0,100.0,10,0,0,0
171,129,479.99999999999994,1004.4981392496974,True,False,0.0,100.0,16,0,0,0
172,139,768.0,1008.6556485534489,True,False,0.0,100.0,16,0,0,0
173,125,768.0,1012.7923703106817,True,False,5.0,100.0,13,0,0,0
174,112,624.0,1015.4684084591282,True,False,10.0,100.0,11,0,0,0
175,99,527.9999999999999,1017.1710664168326,True,False,15.0,100.0,12,0,0,0
176,91,576.0,1019.3452110847484,True,False,20.0,100.0,6,0,0,0
177,99,288.0,1018.6284850293247,True,False,25.0,100.0,12,0,0,0
178,101,576.0,1020.795342604178,True,False,30.0,100.0,14,0,0,0
179,97,671.9999999999999,1023.9113658911572,True,False,35.0,100.0,11,0,0,0
180,101,527.9999999999999,1025.5718090617013,True,False,40.0,100.0,13,0,0,0
181,112,624.0,1028.1839500163928,True,False,45.0,100.0,14,0,0,0
182,110,671.9999999999999,1031.2630302663108,True,False,50.0,100.0,13,0,0,0
183,115,624.0,1033.8467151149794,True,False,55.0,100.0,14,0,0,0
184,116,671.9999999999999,1036.8974815394045,True,False,50.0,100.0,16,0,0,0
185,121,768.0,1040.8929941317074,True,False,45.0,100.0,15,0,0,0
186,116,720.0,1044.3885291610488,True,False,50.0,100.0,11,0,0,0
187,120,527.9999999999999,1045.9465865152436,True,False,45.0,100.0,17,0,1,0
188,122,863.9999999999999,1050.8568535826673,True,False,40.0,100.0,15,0,0,0
189,112,720.0,1054.302569314754,True,False,35.0,100.0,14,0,0,0
190,95,671.9999999999999,1057.2510564681802,True,False,40.0,100.0,6,0,0,0
191,107,288.0,1056.3448011858393,True,False,35.0,100.0,15,0,0,0
192,107,720.0,1059.7630771799102,True,False,40.0,100.0,13,0,0,0
193,108,624.0,1062.2042617940106,True,False,35.0,100.0,15,0,0,0
194,100,720.0,1065.5932404850405,True,False,30.0,100.0,14,0,0,0
195,96,671.9999999999999,1068.4852742826154,True,False,35.0,100.0,9,0,0,0
196,96,431.99999999999994,1068.9628479112023,True,False,40.0,100.0,12,0,0,0
197,101,576.0,1070.8780336716463,True,False,45.0,100.0,14,0,0,0
198,92,671.9999999999999,1073.743643503288,True,False,50.0,100.0,8,0,0,0
199,75,384.0,1073.7149252857716,True,False,55.0,100.0,4,0,0,0
200,86,192.0,1071.7663506593428,True,False,60.0,100.0,11,0,0,0
201,87,527.9999999999999,1073.187518906046,True,False,65.0,100.0,11,0,0,0
202,81,527.9999999999999,1074.601581311516,True,False,70.0,100.0,7,0,0,0
203,79,335.99999999999994,1074.0885734049584,True,False,75.0,100.0,10,0,0,0
204,85,479.99999999999994,1075.0181305379335,True,False,77.28571428571429,100.0,8,1,0,0
205,83,431.99999999999994,1075.463039885244,True,False,78.14285714285714,100.0,8,0,0,0
206,85,384.0,1075.4257246858176,True,False,75.57142857142857,100.0,11,0,0,0
207,83,527.9999999999999,1076.8285960623884,True,False,74.71428571428571,100.0,12,0,0,0
208,89,576.0,1078.7044530820765,True,False,75.57142857142857,100.0,10,1,0,0
209,92,527.9999999999999,1080.090930816666,True,False,75.57142857142857,100.0,11,0,0,0
210,79,527.9999999999999,1081.4704761625828,True,False,80.57142857142857,100.0,5,0,0,0
211,82,239.99999999999997,1079.9631237817698,True,False,77.28571428571429,100.0,9,0,0,0
212,93,431.99999999999994,1080.3833081628609,True,False,73.85714285714286,100.0,13,0,0,0
213,102,624.0,1082.7213916220467,True,False,73.85714285714286,100.0,13,0,0,0
214,105,624.0,1085.0477846639365,True,False,73.85714285714286,100.0,12,1,0,0
215,103,624.0,1087.3625457406167,True,False,73.85714285714286,100.0,12,1,0,0
216,114,624.0,1089.6657330119137,True,False,68.85714285714286,100.0,15,0,0,0
217,112,720.0,1092.9174043468543,True,False,63.85714285714286,100.0,15,0,0,0
218,104,720.0,1096.15281732512,True,False,68.85714285714286,100.0,10,0,0,0
219,107,479.99999999999994,1096.9720532384943,True,False,73.85714285714286,100.0,13,0,0,0
220,114,624.0,1099.2271929723017,True,False,73.85714285714286,100.0,13,0,0,0
221,112,624.0,1101.4710570074403,True,False,74.71428571428571,100.0,12,0,0,0
222,107,576.0,1103.2237017224031,True,False,73.0,100.0,14,0,0,0
223,116,671.9999999999999,1105.9275832137912,True,False,68.0,100.0,16,0,0,0
224,110,768.0,1109.5779452977222,True,False,73.0,100.0,12,0,0,0
225,108,576.0,1111.2900555712336,True,False,73.0,100.0,14,0,0,0
226,105,671.9999999999999,1113.9536052933774,True,False,73.85714285714286,100.0,13,0,0,0
227,115,624.0,1116.1238372669106,True,False,68.85714285714286,100.0,16,0,0,0
228,119,768.0,1119.723218080576,True,False,63.85714285714286,100.0,15,0,0,0
229,120,720.0,1122.8246019901733,True,False,68.85714285714286,100.0,13,0,0,0
230,120,624.0,1124.9504789802224,True,False,63.85714285714286,100.0,17,0,0,0
231,118,815.9999999999999,1128.9857265853213,True,False,68.85714285714286,100.0,13,0,0,0
232,118,624.0,1131.0807979523947,True,False,73.85714285714286,100.0,13,0,0,0
233,116,624.0,1133.1653939626328,True,False,77.28571428571429,100.0,9,0,0,0
234,121,431.99999999999994,1133.3195669928198,True,False,72.28571428571429,100.0,15,0,0,0
235,104,720.0,1136.3529691578556,True,False,77.28571428571429,100.0,9,0,0,0
236,107,431.99999999999994,1136.4912043120662,True,False,73.85714285714286,100.0,13,0,0,0
237,108,624.0,1138.548748290506,True,False,73.0,100.0,14,0,0,0
238,104,671.9999999999999,1141.0760045490533,True,False,73.0,100.0,14,0,0,0
239,101,671.9999999999999,1143.5906245263081,True,False,68.0,100.0,15,0,0,0
240,111,720.0,1146.5726714036766,True,False,63.0,100.0,13,1,0,0
241,107,671.9999999999999,1149.0598080466582,True,False,68.0,100.0,12,0,0,0
242,120,576.0,1150.574509006425,True,False,63.0,100.0,19,0,0,0
243,114,912.0,1155.4416364613928,True,False,68.0,100.0,10,0,0,0
244,118,479.99999999999994,1155.964428279086,True,False,73.0,100.0,11,0,0,0
245,106,527.9999999999999,1156.9646061376905,True,False,75.57142857142857,100.0,11,0,0,0
246,109,527.9999999999999,1157.959783107002,True,False,73.0,100.0,14,0,0,0
247,117,671.9999999999999,1160.389984191467,True,False,68.0,100.0,14,1,0,0
248,129,720.0,1163.2880342705096,True,False,63.0,100.0,20,0,0,0
249,136,959.9999999999999,1168.571594099157,True,False,58.0,100.0,19,0,0,0
250,144,912.0,1173.3487361286611,True,False,53.0,100.0,18,0,0,0
251,131,863.9999999999999,1177.6219924480179,True,False,58.0,100.0,12,0,0,0
252,142,576.0,1178.9938824857777,True,False,53.0,100.0,18,1,0,0
253,131,912.0,1183.7189130733489,True,False,58.0,100.0,11,0,0,0
254,128,527.9999999999999,1184.5803185079822,True,False,53.0,100.0,15,0,0,0
255,137,720.0,1187.3574169154422,True,False,48.0,100.0,20,0,0,0
256,153,959.9999999999999,1192.520629830865,True,False,43.0,100.0,24,0,0,0
257,152,1152.0,1199.5780266817105,True,False,38.0,100.0,20,0,0,0
258,138,959.9999999999999,1204.680136548302,True,False,43.0,100.0,12,0,0,0
259,131,576.0,1205.9167358655604,True,False,48.0,100.0,13,0,0,0
260,147,624.0,1207.6271521862327,True,False,43.0,100.0,23,0,0,0
261,160,1104.0,1214.1290164253016,True,False,38.0,100.0,20,0,0,0
262,158,959.9999999999999,1219.158371343175,True,False,33.0,100.0,21,0,0,0
263,159,1007.9999999999999,1224.6425794864592,True,False,28.0,100.0,16,0,0,0
264,135,768.0,1227.699366589027,True,False,33.0,100.0,12,0,0,0
265,140,576.0,1228.820869756082,True,False,28.0,100.0,17,0,0,0
266,140,815.9999999999999,1232.3367654073015,True,False,23.0,100.0,20,0,0,0
267,145,959.9999999999999,1237.2750815802651,True,False,18.0,100.0,19,0,0,0
268,150,912.0,1241.7087061723637,True,False,13.0,100.0,20,0,0,0
269,127,959.9999999999999,1246.6001626415018,True,False,18.0,100.0,8,0,0,0
270,128,384.0,1245.7071618282944,True,False,13.0,100.0,15,0,0,0
271,112,720.0,1248.178626019153,True,False,18.0,100.0,9,0,0,0
272,117,431.99999999999994,1247.7577328890573,True,False,13.0,100.0,18,0,0,0
273,122,863.9999999999999,1251.658944224612,True,False,8.0,100.0,18,0,0,0
274,107,863.9999999999999,1255.540649503489,True,False,13.0,100.0,11,0,0,0
275,111,527.9999999999999,1256.0429462559716,True,False,8.0,100.0,15,0,0,0
276,108,720.0,1258.4627315246917,True,False,13.0,100.0,10,0,0,0
277,103,479.99999999999994,1258.4704178670681,True,False,18.0,100.0,12,0,0,0
278,125,576.0,1259.4380657777328,True,False,13.0,100.0,18,0,0,0
279,118,863.9999999999999,1263.2808754488442,True,False,18.0,100.0,11,0,0,0
280,107,527.9999999999999,1263.7444710716,True,False,23.0,100.0,9,0,0,0
281,94,431.99999999999994,1263.245748716242,True,False,28.0,100.0,8,0,0,0
282,98,384.0,1262.2695199726606,True,False,33.0,100.0,13,0,0,0
283,96,624.0,1263.6981723727974,True,False,38.0,100.0,12,0,0,0
284,93,576.0,1264.6396815109335,True,False,43.0,100.0,13,0,0,0
285,110,624.0,1266.056483103379,True,False,38.0,100.0,16,0,0,0
286,115,768.0,1268.906200687862,True,False,33.0,100.0,15,0,0,0
287,108,720.0,1271.2616696844227,True,False,38.0,100.0,13,0,0,0
288,110,624.0,1272.6453613360006,True,False,43.0,100.0,12,0,0,0
289,111,576.0,1273.5421345293207,True,False,38.0,100.0,15,0,0,0
290,107,720.0,1275.8744238566742,True,False,33.0,100.0,14,0,0,0
291,100,671.9999999999999,1277.715051737391,True,False,38.0,100.0,13,0,0,0
292,88,624.0,1279.0664764787039,True,False,43.0,100.0,10,0,0,0
293,98,479.99999999999994,1278.9711440963104,True,False,48.0,100.0,12,0,0,0
294,89,576.0,1279.8362883758289,True,False,53.0,100.0,10,0,0,0
295,77,479.99999999999994,1279.7371069339497,True,False,58.0,100.0,5,0,0,0
296,83,239.99999999999997,1277.23842139928,True,False,63.0,100.0,9,0,0,0
297,95,431.99999999999994,1276.6722292922836,True,False,58.0,100.0,15,0,0,0
298,89,720.0,1278.9888681458222,True,False,63.0,100.0,8,0,0,0
299,92,384.0,1277.933923805093,True,False,68.0,100.0,11,0,0,0
300,90,527.9999999999999,1278.3242541860675,True,False,73.0,100.0,10,0,0,0
301,88,479.99999999999994,1278.2326329151372,True,False,76.42857142857143,100.0,10,0,0,0
302,86,479.99999999999994,1278.1414697505616,True,False,73.85714285714286,100.0,13,0,0,0
303,83,624.0,1279.4907624018088,True,False,77.28571428571429,100.0,9,0,0,0
304,80,431.99999999999994,1278.9133085897997,True,False,79.85714285714286,100.0,6,0,0,0
305,63,288.0,1276.8987420468507,True,False,79.85714285714286,100.0,6,0,0,0
306,72,288.0,1274.8942483366163,True,False,74.85714285714286,100.0,12,0,0,0
307,77,576.0,1275.7797770949333,True,False,76.42857142857143,100.0,10,0,0,0
308,69,479.99999999999994,1275.7008782094586,True,False,79.85714285714286,100.0,6,0,0,0
309,82,288.0,1273.7023738184112,True,False,74.85714285714286,100.0,13,0,0,0
310,80,624.0,1275.073861949319,True,False,76.42857142857143,100.0,10,0,0,0
311,72,479.99999999999994,1274.9984926395725,True,False,79.85714285714286,100.0,6,0,0,0
312,75,288.0,1273.0035001763747,True,False,76.42857142857143,100.0,10,0,0,0
313,72,479.99999999999994,1272.9384826754929,True,False,79.85714285714286,100.0,6,0,0,0
314,82,288.0,1270.9537902621155,True,False,75.57142857142857,100.0,11,0,0,0
315,78,527.9999999999999,1271.379021310805,True,False,77.28571428571429,100.0,9,0,0,0
316,81,431.99999999999994,1270.842126204251,True,False,74.71428571428571,100.0,12,0,0,0
317,86,576.0,1271.7479155732296,True,False,77.28571428571429,100.0,9,0,0,0
318,77,431.99999999999994,1271.2091759953635,True,False,76.42857142857143,100.0,10,0,0,0
319,71,479.99999999999994,1271.1531301153866,True,False,77.28571428571429,100.0,9,0,0,0
320,66,431.99999999999994,1270.6173644648097,True,False,77.28571428571429,100.0,9,0,0,0
321,71,431.99999999999994,1270.0842776424856,True,False,77.28571428571429,100.0,9,0,0,0
322,70,431.99999999999994,1269.5538562542731,True,False,76.42857142857143,100.0,10,0,0,0
323,78,479.99999999999994,1269.5060869730019,True,False,74.71428571428571,100.0,12,0,0,0
324,79,576.0,1270.418556538137,True,False,77.28571428571429,100.0,9,0,0,0
325,85,431.99999999999994,1269.8864637554464,True,False,74.71428571428571,100.0,12,0,0,0
326,82,576.0,1270.7970314366692,True,False,77.28571428571429,100.0,9,0,0,0
327,79,431.99999999999994,1270.2630462794857,True,False,78.14285714285714,100.0,8,0,0,0
328,89,384.0,1269.2517310480882,True,False,73.14285714285714,100.0,14,0,0,0
329,98,671.9999999999999,1271.1254723928478,True,False,73.85714285714286,100.0,13,0,0,0
330,82,624.0,1272.5098450308835,True,False,78.85714285714286,100.0,7,0,0,0
331,88,335.99999999999994,1271.0072958057292,True,False,76.42857142857143,100.0,10,0,0,0
332,95,479.99999999999994,1270.9522593267006,True,False,75.57142857142857,100.0,11,0,0,0
333,105,527.9999999999999,1271.377498030067,True,False,70.57142857142857,100.0,16,0,0,0
334,106,768.0,1274.2006105399166,True,False,75.57142857142857,100.0,11,0,0,0
335,97,527.9999999999999,1274.609607487217,True,False,76.42857142857143,100.0,10,0,0,0
336,92,479.99999999999994,1274.536559449781,True,False,78.14285714285714,100.0,8,0,0,0
337,98,384.0,1273.503876652532,True,False,73.85714285714286,100.0,13,0,0,0
338,92,624.0,1274.8763572692694,True,False,76.42857142857143,100.0,10,0,0,0
339,87,479.99999999999994,1274.8019754829231,True,False,78.14285714285714,100.0,8,0,0,0
340,96,384.0,1273.7679656055086,True,False,74.71428571428571,100.0,12,0,0,0
341,98,576.0,1274.659125777481,True,False,75.57142857142857,100.0,11,0,0,0
342,110,527.9999999999999,1275.0658301485935,True,False,70.57142857142857,100.0,15,0,0,0
343,110,720.0,1277.3905009978505,True,False,65.57142857142857,100.0,14,0,0,0
